BRNKULMI28,Dietrichsteinský palác,,částečně,https://www.mzm.cz/dietrichsteinsky-palac/,Brno,Brno,49.191962151902736,16.60830412027805,Zelný trh,295/8,533435220
BRNKULMI83,Jurkovičova vila,,ano,http://www.moravska-galerie.cz/jurkovicova-vila,Brno,Brno,49.20653887622752,16.57603489163342,Jana Nečase,335/2,532169501
BRNKULMI87,Kapucínská hrobka v Brně,,nah,https://hrobka.kapucini.cz,Brno,Brno,49.19151255660952,16.609750880286775,Kapucínské nám.,5,511 140 053
BRNKULMI122,Labyrint pod Zelným trhem,,nah,https://podzemibrno.cz/mista-v-podzemi/labyrint-pod-zelnym-trhem/,Brno,Brno,49.19301189918928,16.60947956653066,Zelný trh,320/21,+420 542 212 892
BRNKULMI146,Letohrádek Mitrovských,,nah,https://www.letohradekbrno.cz,Brno,Brno,49.188406196597185,16.58901302266866,Veletržní,920/19,605972588
BRNKULMI149,Mahenův památník,,nah,https://www.kjm.cz/mahenuv-pamatnik-obecne,Brno,Brno,49.1962623997208,16.586833744738787,Mahenova,357/8,543248479
BRNKULMI216,Vila Löw-Beer v Brně,,nah,https://www.vilalowbeer.cz,Brno,Brno,49.206035235846066,16.613565517267894,Drobného,297/22,544544200
BRNKULMI217,Vila Stiassni,,nah,https://www.vila-stiassni.cz,Brno,Brno,49.19688685753736,16.573057868519843,Hroznová,82/14,778545993
BRNKULMI218,Vila Tugendhat,,ne,https://www.tugendhat.eu,Brno,Brno,49.20713158884691,16.616049853155133,Černopolní,237/45,515511015
BRNKULMI220,Vodojemy Žlutý kopec,,nah,https://vodojemybrno.cz/,Brno,Brno,49.19607553903671,16.590385836344034,Tvrdého,506/15,+420 77 156 148 
